"YEŞİLKÖY ZEYTİNBURNU servisi hakkında bilgi alabilirmiyim nereden geçiyor, servis şoförü kim hangi servisteyim"
merhaba size nasıl yardımcı olabilirm
selam merhaba size nasıl yardımcı olabilirim
teşekkürler biz teşekkür ederiz
hoşçakal teşekkür ederiz
yardım gerekli
yardıma ihtiyacım var
izin girişi yapmak istiyorum
izin girmek istiyorum
izin istiyorum
